px,py,pz,timestamp
-0.3367625276455542,0.5266057008705639,1.1666073626233344,0.0
0.394100797279335,-1.7909723614807904,-1.6122152909119258,0.01
-0.7509776373160372,-0.3105960867907174,1.1793919088196094,0.02
-0.1741826894352207,-0.5097994454447786,0.24249447733525178,0.03
0.2711082906790137,-0.5655724937844071,-1.9126703349669023,0.04
-1.685367918947625,-0.7205783433406945,1.4875452781944376,0.05
0.6929288681882266,0.7718560502413968,-0.1915533212333945,0.06
-1.9159414013496188,1.2388363904974868,0.59795839075574,0.07
-1.395737538242529,-1.5562023951822173,0.6049560681468885,0.08
-0.4377131436638427,-1.1843066693833697,-1.507642994302876,0.09
-0.7828626634167952,-0.29889662844039094,-0.937005280034862,0.1
0.21839106412804737,1.2265890402165742,0.2562929937806515,0.11
1.3873417957240437,0.8323940338823019,1.3498590290695354,0.12
0.5119983861194853,-1.3555560475769706,-0.19498663205370595,0.13
0.7404505459530136,0.6223786333823802,0.0797071192551587,0.14
-0.10663585357137037,0.23713094698975196,0.41445033546192117,0.15
2.418080153640278,-1.8134958938133277,-0.3415834946637469,0.16
1.3433778157512757,0.05013060286775489,0.20063003116603667,0.17
1.3187194596769265,-0.19726036692137136,-0.7304012907440666,0.18
-0.006808609601330577,-0.1701399908989915,-0.3519375569674138,0.19
-0.8113780095497484,1.1006628827452036,-0.18832850646210686,0.2
-0.6370786801184649,1.5933939222973357,0.1528426427884403,0.21
1.2979819184680201,-0.7786558318789664,0.05538386666772005,0.22
-0.06312251861266308,0.8131904789688961,0.8695054500698445,0.23
-1.1614266219812834,-1.094540095160922,0.44973939352736547,0.24
1.0785527009880416,-1.4264426432642683,1.0896188882417757,0.25
-0.39605999592466135,-0.8841993018932808,-0.995760929698989,0.26
0.6008233951295847,-0.6599711506484418,-1.0865570536647653,0.27
-0.48750289080170933,-0.27050594877223477,-1.9417231136420563,0.28
0.5629196668866981,0.4909458101102011,0.6150970974919583,0.29
-0.5992029310175295,0.7646744588267694,1.169628452641818,0.3
-0.6301162205180598,0.1872446329640153,0.44536096475132075,0.31
2.0522674341814158,-0.026619229081701577,-0.17223835607724858,0.32
0.05879455376996024,0.17076937106083157,-0.2499673291594511,0.33
1.1649041674762386,-0.8066818053415102,0.05786448928091294,0.34
-1.7582634182217685,1.056176866412725,-0.776544814299586,0.35000000000000003
-1.0671437840496365,2.0647410066281497,-0.9435589692847846,0.36
1.820873139727319,-2.4044165098185117,-0.2294719770067778,0.37
-0.5053707239112365,-0.5266164781489301,-0.5447352492629326,0.38
-1.0035415103289886,0.04807056739351303,-0.14671296836531478,0.39
-0.9012733434407717,0.45786055024653627,-1.2581060380501174,0.4
-0.532338801260145,-0.14045218636195064,-2.2197884439895645,0.41000000000000003
-0.4759447399640252,-0.9114156486709447,-0.3533972021090453,0.42
-1.3827368747640276,0.5541378056320034,-0.7955160986225835,0.43
-1.2690960683774786,-0.5009071806010008,-1.4381668235463423,0.44
-0.7729980102907282,0.9494590461098568,2.4304639202431333,0.45
1.230571201727911,-0.7839055001142745,1.6584033064332808,0.46
-2.165774003878241,1.0888557915208477,-0.16684721402434824,0.47000000000000003
-0.5617441073341803,-0.6538890379811488,0.7235188383227721,0.48
-0.797546932105236,-0.11407528887222797,1.5472823626991865,0.49
1.4931321266163629,0.2017184843187101,1.2331783816843689,0.5
-1.231473076100486,2.2091011752056997,0.8965514754583833,0.51
-0.6112699542723287,-1.080418425182222,-1.0863638180831228,0.52
-0.2222977588855063,1.6463191662521128,1.6786772198908353,0.53
0.9601606054759791,0.9213942487520164,1.099280664430261,0.54
-0.8907740454926282,0.7981128564234329,0.6463381230610326,0.55
1.2741773926904438,0.4296945046926717,0.26568464174766965,0.56
-0.4850622806538523,0.2202483526265744,-0.7865942726228379,0.5700000000000001
0.36216621502867574,0.9843649782233628,0.24692629502299,0.58
-0.42851045454495923,0.05641172635134273,-0.31051524539996733,0.59
