px,py,pz,timestamp
1.7685071929396423,0.9054192237118391,-1.1175761570306881,0.0
-1.0646419112056458,-0.42878637692737426,0.04998040340618499,0.01
-0.03776374532961002,-0.6138710204643819,-0.21608725657777483,0.02
-0.266297739201273,1.070740198355549,-0.5487057876956394,0.03
-1.0692377718728279,-0.32376648455031465,-0.046427944737890456,0.04
0.6721799291597503,-0.7355881812183833,2.1334429464443083,0.05
-0.3706211089300117,1.145281752736425,-1.2631214019514971,0.06
-0.4012073353172708,0.24436943456752339,0.5822027379618117,0.07
-0.12264751752662241,1.140114292143697,-0.5034062269193708,0.08
-1.4948391128790905,0.9055387545782964,0.5080338048264905,0.09
-0.9674932599208017,0.9806559285731942,-0.4260220854494496,0.1
0.6610074611215906,-0.05012636702314816,0.1384378760119529,0.11
-2.0319380776527254,-2.908553866919912,-1.2277635127424211,0.12
-0.5059032847382099,1.5455921547649298,0.4744918062723794,0.13
-0.9055087222748603,0.5829140171213636,-0.2853424651111805,0.14
-0.8485182026322132,-1.0549818265685353,0.4778449951651862,0.15
-0.7011533503251524,-0.7050198466638726,-0.04073610880517318,0.16
-0.7229916746647321,-0.04242294543165662,-0.8642088779140433,0.17
1.212429984172471,0.3266388720780281,2.0724042524764363,0.18
0.07477398214401262,-0.6411623594297253,-0.9689867846764649,0.19
1.4778269429968933,2.183921514328055,1.1339374160533473,0.2
1.7636103559059613,1.986294399438681,-0.3547659074375698,0.21
-0.9876877242303778,0.6375503926310176,-0.8399194466822614,0.22
0.32540275098506377,1.474517751639969,0.904152460735116,0.23
0.550316921102794,-1.0914623423497036,0.48756333488750403,0.24
-0.7106999817320306,0.7970096338801078,-1.1073212189496704,0.25
0.634353508938928,-1.6606749187723737,0.7810158790618581,0.26
-0.09679259348123635,0.518333424358787,-0.590919241610819,0.27
1.8039065653660646,0.7885298353390552,-0.6695188607021907,0.28
0.5504897310675105,-0.895381466667139,1.6078001748657123,0.29
0.7597741315874419,-0.24438531717358988,0.5651054032673216,0.3
-1.9787020328852694,1.2325295905259606,-1.2329529531763275,0.31
-0.6750404311976868,-0.7886033800567286,-0.6264358074670949,0.32
-0.10937239565100709,2.600327443837703,0.8020082677210888,0.33
-1.1568555888780852,0.456421461072263,0.8105893895268708,0.34
-0.886095227154746,1.1142795977473525,-0.07453609531905321,0.35000000000000003
0.4191720847822886,-0.17032967052839731,0.23737821786267452,0.36
0.10607982182639943,-0.11004994671506536,0.2069649488394381,0.37
-0.2409925426690512,-1.611651884575943,-0.558415876830347,0.38
2.6606968099059025,0.6004379752290512,-0.5746494195438264,0.39
0.38107843223967625,0.11455151749515831,-1.952351964088849,0.4
-0.8597038374361529,-0.1650605735264706,-0.01749588880266607,0.41000000000000003
-0.745670602730388,0.5615827113620102,0.6022936450821189,0.42
0.07246514809623335,1.4823781648286196,-0.168456599216792,0.43
1.1588003266880116,1.5476934969071179,1.8640518263195593,0.44
1.0252961184861555,-1.6933722604711718,-1.3815236549196854,0.45
-0.9114402424698378,0.3913035603480572,0.5480218517837406,0.46
-2.3445235709020213,0.3310312220527637,-0.6422671664300553,0.47000000000000003
