ax,ay,az,gx,gy,gz,timestamp
-0.04516150618277878,-0.08311497935744755,9.942870229911476,0.016570923434303837,-0.008717174479718924,0.0003277702768975478,0.0
0.1175274926444344,-0.07330646843471288,9.710048568027391,0.0022538856110876112,0.01657804523095898,-0.015340083907471679,0.01
-0.07846612708555739,0.0011392768107003038,9.918152024051047,0.0016572597159178045,0.001690587697807244,0.002969411055536314,0.02
0.009519284813897114,-0.005152183993023825,9.854524758480439,-0.004086620121585858,-0.031138601338848708,0.015185779137905796,0.03
0.007195610196804272,-0.12380164645962044,9.791307983235026,-0.007882328474997256,0.001496580271126,0.002794477073334056,0.04
0.10323027875257207,-0.1121634020115827,9.795005833438285,0.014818974838763434,-0.009584029981019301,-0.009071387921428654,0.05
0.055231544067136186,0.05290630781908471,9.84178163547642,0.0035380574065868643,0.006972979669305726,-0.007007097735228154,0.06
-0.1368357300066306,-0.07619949503381857,9.92605452182188,-0.00023123965210814057,-0.007319837622129291,-0.0011368428701973253,0.07
-0.01866095453052392,0.18017919133245386,9.9999117852518,-0.017491070190711826,-0.0022797278489537598,0.009607811772546266,0.08
-0.12663377195480785,0.10656851131577019,9.742761875383849,-0.0020062973513018368,0.008831871248032228,0.0049381820656051005,0.09
0.003950476170227253,0.10350961681521925,9.712099493838751,0.0018820649088271914,-0.018755978281907833,-0.007865882564032887,0.1
-0.11260272710380699,-0.05244628720010657,9.832616888376801,0.004263378045063886,0.001367932304749923,0.025972520682827304,0.11
-0.1433701590759799,0.00649847920447498,9.814970315784834,0.01661053053145974,0.004766448463637407,0.013787829404064842,0.12
-0.08164201528864908,-0.007303331207976395,9.619750885926727,0.00560279412437328,0.007366656650129605,0.013038286416342372,0.13
0.06707710943211519,0.1582778561807476,9.791347354271963,0.006899780737562795,0.008910058248433649,-0.015752303912058098,0.14
0.08347617965835619,0.0983908750554288,9.99812709378145,-0.024464287360222846,-0.009697724131913128,-0.016072560763290528,0.15
-0.007664109198657502,0.032905043124774595,9.71248943067386,-0.0031099627772790866,0.006048570825371273,-0.006505836198795145,0.16
0.0646111253521793,-0.09547984682327942,9.780448997264259,0.005726158265373016,0.00787473721139557,-0.01149645487912482,0.17
0.05311040668886918,0.03285723997802372,9.87558293226872,-0.005142388738455163,-0.008127082760218984,-0.000474938983011324,0.18
